Age,Community_Building,Community_Membership_Family,Community_Membership_Hobbies,Community_Membership_None,Community_Membership_Other,Community_Membership_Political,Community_Membership_Professional,Community_Membership_Religious,Community_Membership_Support,Country,Disability_Cognitive,Disability_Hearing,Disability_Motor,Disability_Not_Impaired,Disability_Not_Say,Disability_Vision,Education_Attainment,Falsification_of_Information,Gender,Household_Income,How_You_Heard_About_Survey_Banner,How_You_Heard_About_Survey_Friend,How_You_Heard_About_Survey_Mailing_List,How_You_Heard_About_Survey_Others,How_You_Heard_About_Survey_Printed_Media,How_You_Heard_About_Survey_Remebered,How_You_Heard_About_Survey_Search_Engine,How_You_Heard_About_Survey_Usenet_News,How_You_Heard_About_Survey_WWW_Page,Major_Geographical_Location,Major_Occupation,Marital_Status,Most_Import_Issue_Facing_the_Internet,Opinions_on_Censorship,Primary_Computing_Platform,Primary_Language,Primary_Place_of_WWW_Access,Race,Not_Purchasing_Bad_experience,Not_Purchasing_Bad_press,Not_Purchasing_Cant_find,Not_Purchasing_Company_policy,Not_Purchasing_Easier_locally,Not_Purchasing_Enough_info,Not_Purchasing_Judge_quality,Not_Purchasing_Never_tried,Not_Purchasing_No_credit,Not_Purchasing_Not_applicable,Not_Purchasing_Not_option,Not_Purchasing_Other,Not_Purchasing_Prefer_people,Not_Purchasing_Privacy,Not_Purchasing_Receipt,Not_Purchasing_Security,Not_Purchasing_Too_complicated,Not_Purchasing_Uncomfortable,Not_Purchasing_Unfamiliar_vendor,Registered_to_Vote,Sexual_Preference,Web_Ordering,Web_Page_Creation,Who_Pays_for_Access_Dont_Know,Who_Pays_for_Access_Other,Who_Pays_for_Access_Parents,Who_Pays_for_Access_School,Who_Pays_for_Access_Self,Who_Pays_for_Access_Work,Willingness_to_Pay_Fees,Years_on_Internet,who,target
19,More,0,1,0,0,0,0,0,0,United_Kingdom,0,0,0,1,0,0,Some_College,Never,Male,Not_Say,0,0,0,0,1,0,0,0,0,Europe,Education,Single,Taxes,1,NT,English,School,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,1,0,0,Poor_quality,1-3_yr,93330,College_Student
17,More,0,1,0,0,0,0,0,0,Indiana,0,0,0,1,0,0,Grammar,NA,Male,Over_$100,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,1,Win95,English,Primarily_home,White,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,No,Heterosexual,No,Yes,0,0,1,1,0,0,Other_sources,1-3_yr,98196,K-12_Student
55,More,0,1,0,0,0,0,0,0,New_Hampshire,0,0,0,1,0,0,College,Over_75,Male,$50-74,0,0,1,0,0,0,0,0,0,USA,Management,Married,Censorship,1,Win95,English,Primarily_home,White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Payment_mechanism,1-3_yr,94472,Manager
22,Dont_Know,0,0,0,0,0,1,0,0,Indiana,0,0,0,1,0,0,Some_College,Never,Female,$50-74,0,0,0,0,0,0,1,0,0,USA,Education,Single,Privacy,4,Win95,English,Primarily_home,White,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,1,1,0,Already_paying,Under_6_mo,96535,College_Student
24,More,0,0,0,0,0,1,0,0,California,0,0,0,1,0,0,Some_College,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Privacy,1,Win95,English,Primarily_work,Other,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,Yes,Gay_male,Yes,No,0,0,0,0,0,1,Other_sources,1-3_yr,91469,Counselor
34,Less,0,0,0,0,0,1,0,0,Portugal,1,0,0,0,0,0,Masters,51-75,Male,Over_$100,0,0,1,0,0,0,0,0,0,Europe,Management,Married,Taxes,1,Win95,Portuguese,Work,Latino,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,0,1,Other_sources,1-3_yr,93456,Other
19,Equally,1,0,0,0,0,0,0,0,New_York,0,0,0,1,0,0,Some_College,26-50,Male,$10-19,1,0,0,0,0,0,0,0,0,USA,Education,Single,Other,2,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,Yes,Heterosexual,Yes,No,0,0,1,1,0,0,Cost_too_high,4-6_yr,92376,College_Student
Not_Say,Dont_Know,0,0,0,0,0,1,0,0,Tennessee,0,0,0,1,0,0,Doctoral,Under_25,Female,Not_Say,0,0,0,0,0,0,0,1,0,USA,Education,Married,Censorship,3,Win95,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Already_paying,Over_7_yr,95937,College_Educator
55,Dont_Know,0,0,1,0,0,0,0,0,New_York,0,0,0,1,0,0,College,Never,Male,$75-99,0,0,0,1,0,0,0,0,0,USA,Management,Other,Censorship,2,,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Yes,Gay_male,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr,91330,Vice_President
23,More,0,1,0,0,0,0,0,0,Ontario,0,0,0,1,0,0,Some_College,Never,Female,Under_$10,0,0,0,0,0,0,0,0,1,Canada,Education,Single,Censorship,1,Win95,English,School,White,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,1,0,0,Other_sources,1-3_yr,99113,College_Student
30,Dont_Know,0,0,1,0,0,0,0,0,Washington,0,0,0,1,0,0,Some_College,26-50,Female,Over_$100,0,1,0,0,0,0,0,0,0,USA,Computer,Married,Other,4,Win95,English,Primarily_work,White,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Already_paying,4-6_yr,93687,Other
36,Equally,0,0,0,0,0,1,0,0,North_Carolina,0,0,0,1,0,0,Some_College,Under_25,Male,$75-99,1,0,0,0,0,0,0,0,0,USA,Other,Married,Censorship,4,,English,Home,White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Cost_too_high,6-12_mo,99451,Other
39,Dont_Know,0,1,0,0,0,1,0,0,Virginia,0,0,0,1,0,0,College,Over_75,Male,Over_$100,0,0,0,0,0,0,1,0,0,USA,Management,Married,Other,1,Macintosh,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Already_paying,1-3_yr,99701,Manager
29,Equally,0,1,0,0,0,0,0,0,Australia,0,0,0,1,0,0,College,Under_25,Male,$75-99,0,0,0,1,0,1,0,0,0,Oceania,Computer,Other,Navigation,1,Macintosh,English,Primarily_home,White,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,Over_7_yr,81170,Programmer
25,More,0,1,0,0,0,0,0,0,Nevada,0,0,0,1,0,0,College,Never,Male,$30-39,1,0,0,0,0,0,0,0,0,USA,Professional,Other,Privacy,4,,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,Yes,Gay_male,Yes,Yes,0,0,0,0,1,0,Already_paying,6-12_mo,90531,Nurse
33,Dont_Know,0,0,1,0,0,0,0,0,New_York,0,0,0,1,0,0,College,Under_25,Female,$75-99,0,0,0,0,0,1,0,0,0,USA,Computer,Married,Privacy,1,Windows,English,Primarily_work,White,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,No,Heterosexual,Yes,No,0,0,0,0,1,1,Other_sources,1-3_yr,96992,Other
34,More,0,1,0,0,0,1,0,1,Michigan,0,0,0,1,0,0,Some_College,51-75,Female,$40-49,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Taxes,4,Win95,English,Primarily_work,White,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,1,1,Already_paying,1-3_yr,99309,Other
45,More,0,1,0,0,0,0,0,0,New_York,0,0,0,1,0,0,Some_College,Under_25,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Management,Married,Censorship,1,Win95,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Dont_know,0,0,0,0,1,0,Other_sources,1-3_yr,99455,Other
40,Equally,0,0,1,0,0,0,0,0,Texas,0,0,0,1,0,0,College,Over_75,Male,$50-74,0,1,0,0,0,0,1,0,1,USA,Computer,Single,Other,2,Win95,English,Primarily_work,Indigenous,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Not_say,Yes,No,0,0,0,0,0,1,Other_sources,1-3_yr,98399,Other
59,Dont_Know,0,0,1,0,0,0,0,0,Illinois,1,0,0,0,0,0,College,Not_Say,Male,Not_Say,0,0,0,0,0,0,0,0,1,USA,Computer,Not_Say,Censorship,1,Macintosh,English,Work,Black,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Not_say,Yes,Yes,0,0,0,0,0,1,Other,4-6_yr,94480,Programmer
24,Equally,0,0,1,0,0,0,0,0,Indiana,0,0,0,1,0,0,College,Under_25,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Censorship,1,Win95,English,Primarily_work,White,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Already_paying,4-6_yr,98606,Programmer
38,More,0,1,0,0,0,0,0,1,Maryland,0,0,0,1,0,0,College,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Management,Married,Censorship,2,,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Other_sources,1-3_yr,96082,Other
60,More,0,0,1,0,0,0,0,0,Florida,0,0,1,0,0,0,Some_College,Never,Male,Not_Say,0,0,0,0,0,0,0,0,1,USA,Other,Married,Privacy,1,,English,Home,White,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo,98246,Retired
62,Equally,1,1,0,0,0,0,0,0,Georgia,0,0,0,1,0,0,Some_College,Never,Male,$75-99,0,0,0,0,0,0,0,0,1,USA,Other,Married,Navigation,3,Win95,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,1-3_yr,98479,Retired
19,Dont_Know,0,0,1,0,0,0,0,0,Texas,0,0,0,1,0,0,Some_College,Never,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,2,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,0,0,Cost_too_high,6-12_mo,93138,College_Student
46,Dont_Know,0,0,1,0,0,0,0,0,Indiana,0,0,0,1,0,0,Some_College,Under_25,Male,$50-74,0,0,0,0,0,0,1,0,0,USA,Other,Divorced,Censorship,2,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,No,0,0,0,0,1,0,Cost_too_high,1-3_yr,90964,Other
21,Equally,0,1,0,0,0,0,0,0,Finland,0,0,0,1,0,0,Some_College,51-75,Male,$30-39,0,0,0,1,0,1,0,1,0,Europe,Computer,Single,Privacy,4,Macintosh,Finnish,Primarily_work,White,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,1,1,Other_sources,4-6_yr,99463,IS
57,Dont_Know,0,0,1,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,Some_College,NA,Male,Not_Say,0,0,0,0,0,0,0,0,1,USA,Other,Married,Privacy,1,Win95,English,Primarily_home,White,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,Yes,Heterosexual,No,No,0,0,0,0,1,0,Other,1-3_yr,99122,Service_Industry_Occupation
39,More,0,0,0,0,0,1,0,0,New_Jersey,0,0,0,1,0,0,Masters,Under_25,Male,Over_$100,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Other,1,NT,English,Primarily_work,Not_Say,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Not_say,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr,91652,Programmer
40,Dont_Know,0,1,0,0,0,0,0,0,Ontario,0,0,0,1,0,0,Some_College,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,Canada,Other,Other,Censorship,2,Win95,English,Primarily_home,White,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,1-3_yr,92497,Service_Industry_Occupation
40,Equally,0,0,1,0,0,0,0,0,Ohio,0,0,0,1,0,0,Some_College,Under_25,Male,$10-19,0,0,0,0,0,0,0,0,1,USA,Other,Single,Censorship,1,Win95,English,Home,White,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes,Bisexual,Yes,No,0,0,0,0,1,0,Other_sources,1-3_yr,92420,Service_Industry_Occupation
31,Less,0,0,0,1,0,0,0,0,California,0,0,0,0,1,0,Special,Never,Female,$20-29,0,0,0,1,0,0,0,0,0,USA,Computer,Divorced,Privacy,2,Win95,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,1-3_yr,94121,Other
55,Dont_Know,0,1,0,0,0,0,0,0,California,0,0,0,1,0,0,Some_College,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Not_Say,Other,1,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,6-12_mo,94640,Performer
41,More,0,1,0,0,1,1,1,0,Illinois,0,0,0,1,0,0,Some_College,Never,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Professional,Other,Censorship,3,,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,Under_6_mo,97226,Other
41,Equally,0,0,1,0,0,0,0,0,Georgia,0,0,0,1,0,0,Masters,Under_25,Male,Over_$100,0,0,0,1,0,0,0,0,0,USA,Professional,Married,Other,1,Win95,English,Primarily_work,White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,1,Cost_too_high,1-3_yr,91790,Accountant
37,More,0,1,0,1,1,0,0,1,Georgia,0,0,0,1,0,0,Some_College,Never,Female,$75-99,0,0,0,1,0,0,0,0,0,USA,Other,Married,Privacy,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Bisexual,Yes,No,0,0,0,0,1,0,Other_sources,6-12_mo,92498,Administrator/Secretary
35,More,1,0,0,0,0,1,0,0,Florida,0,0,0,1,0,0,College,Never,Female,$75-99,0,0,0,0,0,0,0,1,0,USA,Computer,Married,Navigation,3,Win95,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other_sources,1-3_yr,93421,CIO
20,More,0,1,0,1,0,1,0,0,Other,0,0,0,1,0,0,High_School,51-75,Female,Under_$10,0,0,0,0,1,0,0,0,0,Europe,Computer,Single,Language,2,Win95,Russian,School,White,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,Not_Applicable,Heterosexual,No,No,0,0,0,1,0,0,Cost_too_high,6-12_mo,92521,Programmer
32,More,1,1,0,1,1,1,0,1,Texas,0,0,0,1,0,0,Masters,Under_25,Male,Not_Say,0,0,0,1,0,0,0,0,0,USA,Education,Married,Other,1,Macintosh,English,Primarily_work,White,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,Yes,Heterosexual,Yes,Yes,0,0,0,1,1,1,Already_paying,4-6_yr,97122,College_Educator
Not_Say,Equally,0,0,0,1,0,0,0,0,Other,0,0,0,1,0,0,College,NA,Male,$20-29,0,0,0,1,0,0,0,0,0,Asia,Professional,Married,Censorship,4,,Tagalog,Home,Asian,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Not_Say,Not_say,No,No,0,0,0,0,1,0,Yes_regardless,Under_6_mo,91975,Engineer
22,More,0,1,0,0,0,0,0,1,Wisconsin,0,0,0,1,0,0,College,Over_75,Female,$10-19,0,0,0,1,0,0,0,0,0,USA,Education,Other,Privacy,1,Win95,English,Primarily_work,White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,1,0,1,Other_sources,1-3_yr,96801,College_Student
45,Dont_Know,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,Some_College,Never,Female,$40-49,0,0,0,0,0,0,0,0,1,USA,Other,Married,Navigation,1,Win95,English,Home,White,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo,91604,Service_Industry_Occupation
29,Dont_Know,0,0,1,0,0,0,0,0,Florida,0,0,0,1,0,0,Some_College,26-50,Male,$75-99,0,0,0,0,0,0,0,1,0,USA,Professional,Married,Privacy,1,,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo,98870,Other
35,Dont_Know,0,0,1,0,0,0,0,0,Maryland,0,0,0,1,0,0,Some_College,Never,Female,$50-74,0,0,1,0,0,0,0,0,0,USA,Computer,Single,Navigation,4,NT,English,Work,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,0,1,Other_sources,1-3_yr,58259,Programmer
37,More,0,0,0,1,0,0,0,0,California,0,0,0,1,0,0,Some_College,Under_25,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Education,Divorced,Censorship,1,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,1,0,0,0,Other_sources,6-12_mo,93213,College_Student
26,More,0,1,0,0,0,0,0,0,Italy,0,0,0,1,0,0,High_School,Under_25,Male,Not_Say,0,0,0,0,0,1,0,0,0,Europe,Education,Single,Taxes,4,Win95,Italian,Primarily_home,Latino,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,Yes,Not_say,No,No,0,0,1,0,0,0,Already_paying,6-12_mo,77199,College_Student
32,Dont_Know,0,0,0,0,0,1,1,0,Arizona,0,0,0,1,0,0,Some_College,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Divorced,Censorship,4,Unix,English,Primarily_work,White,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Dont_trust,1-3_yr,96226,Other
25,More,0,1,0,0,0,1,0,0,New_Mexico,0,0,0,1,0,0,Masters,Over_75,Female,$50-74,0,1,0,0,0,0,0,0,0,USA,Computer,Married,Encryption,1,Win95,English,Home,White,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Already_paying,4-6_yr,92235,Other
33,More,0,1,0,0,0,1,0,0,Oklahoma,0,0,0,1,0,0,Some_College,26-50,Male,$20-29,1,0,0,0,0,0,0,0,0,USA,Other,Single,Taxes,2,,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other_sources,4-6_yr,40409,Military
36,More,1,1,0,0,1,1,0,0,Illinois,0,0,0,1,0,0,Some_College,Never,Male,$40-49,0,0,1,0,0,0,0,0,0,USA,Computer,Single,Other,4,NT,Spanish,Primarily_work,Hispanic,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other_sources,4-6_yr,82942,Networking
49,Equally,0,0,0,0,0,1,0,0,Germany,0,0,0,1,0,0,Masters,NA,Male,$75-99,0,0,0,0,0,1,0,0,0,Europe,Management,Married,Privacy,2,Windows,German,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,0,1,Other_sources,1-3_yr,65280,Manager
36,More,1,1,0,1,0,0,0,1,California,0,0,0,1,0,0,College,Under_25,Male,$50-74,0,0,0,1,0,0,0,0,0,USA,Professional,Other,Privacy,4,,English,Primarily_home,White,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Gay_male,No,Yes,0,0,0,0,1,0,Other_sources,6-12_mo,97636,Other
32,Equally,1,0,0,0,0,0,0,0,British_Columbia,0,0,0,1,0,0,High_School,Under_25,Male,$30-39,0,0,0,0,0,0,0,0,1,Canada,Professional,Other,Censorship,4,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,1-3_yr,99049,Other
51,More,0,1,0,0,0,0,1,0,New_Jersey,0,0,0,1,0,0,College,Never,Male,$30-39,1,0,0,0,0,0,0,0,0,USA,Professional,Married,Taxes,1,,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Yes,Heterosexual,Dont_know,Dont_know,0,0,0,0,1,0,Already_paying,Under_6_mo,99466,Other
25,Dont_Know,0,1,0,0,0,0,0,0,Virginia,0,0,0,1,0,0,Some_College,Never,Female,$10-19,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Censorship,1,Win95,English,Work,White,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,0,1,Cost_too_high,6-12_mo,92169,Other
42,Dont_Know,0,0,0,0,0,1,0,0,Ontario,0,0,0,1,0,0,Masters,Never,Female,$50-74,0,0,1,0,0,0,0,0,0,Canada,Management,Married,Navigation,1,Win95,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,1,Payment_mechanism,1-3_yr,93824,Manager
45,Equally,0,1,0,0,0,0,0,0,California,0,0,0,1,0,0,College,Never,Male,$75-99,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Other,1,Win95,English,Primarily_home,White,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,4-6_yr,99379,Engineer
25,More,0,1,0,0,0,0,0,0,Ohio,0,0,0,1,0,0,High_School,Never,Female,Not_Say,0,0,0,1,0,0,0,0,0,USA,Other,Single,Dont_Know,3,,English,Home,White,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,6-12_mo,96137,Other
30,More,0,1,0,0,0,1,0,1,New_York,0,0,0,1,0,0,Some_College,Never,Male,$20-29,0,0,0,0,0,0,0,1,1,USA,Other,Single,Privacy,1,,English,Home,Asian,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Not_say,No,No,0,0,0,0,1,0,Cost_too_high,Under_6_mo,98950,Civil_Servant
24,More,0,1,0,0,0,0,0,0,California,0,0,0,1,0,0,College,Never,Female,$10-19,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Censorship,1,Dont_Know,English,School,White,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,1,0,0,Cost_too_high,Under_6_mo,96231,Health_Care_Worker
36,More,0,0,0,0,0,1,0,0,Texas,0,0,0,1,0,0,College,Never,Male,$50-74,0,1,0,0,0,0,0,0,0,USA,Computer,Married,Other,4,OS2,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr,81353,Programmer
Not_Say,More,0,0,0,0,0,1,0,0,Other,0,0,0,1,0,0,Masters,26-50,Female,Not_Say,0,0,0,0,0,0,0,0,1,Europe,Education,Not_Say,Taxes,4,Win95,English,Work,Other,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Not_say,Yes,No,0,0,0,0,0,1,Other_sources,1-3_yr,94840,College_Educator
20,More,1,1,0,0,0,1,0,0,Georgia,0,0,0,1,0,0,Some_College,Over_75,Male,Under_$10,0,0,0,1,0,0,0,0,1,USA,Education,Single,Censorship,3,Unix,English,Primarily_work,White,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,1,0,Other_sources,1-3_yr,98597,College_Student
30,More,0,1,0,0,0,0,0,1,Illinois,0,0,1,0,0,0,College,Over_75,Male,$75-99,0,1,0,0,0,0,0,0,0,USA,Other,Single,Privacy,1,Win95,English,Home,White,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,1-3_yr,91267,Homemaker
18,Dont_Know,0,0,1,0,0,0,0,0,New_Jersey,0,0,0,1,0,0,Some_College,Never,Female,$75-99,0,0,0,0,0,0,0,0,1,USA,Education,Single,Navigation,4,Win95,English,School,White,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,Yes,Heterosexual,No,No,0,0,1,1,0,0,Other_sources,1-3_yr,96838,College_Student
17,Dont_Know,0,0,1,0,0,0,0,0,Ohio,0,0,0,1,0,0,High_School,Under_25,Male,Not_Say,0,0,0,0,0,0,0,0,1,USA,Education,Single,Censorship,1,Windows,English,Primarily_home,White,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,No,Not_say,No,Yes,0,0,1,1,1,1,Other_sources,Over_7_yr,91010,K-12_Student
49,Dont_Know,0,0,1,0,0,0,0,0,Arizona,0,0,0,1,0,0,Some_College,Never,Female,$50-74,0,0,1,0,0,0,0,0,0,USA,Management,Married,Privacy,3,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,1-3_yr,91117,Self_Employed
13,More,0,1,0,0,0,0,0,0,Florida,0,0,0,1,0,0,High_School,Under_25,Female,$20-29,1,0,0,0,0,0,0,0,0,USA,Education,Single,Dont_Know,3,,English,Home,Not_Say,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,6-12_mo,92772,K-12_Student
